cultura,ontology,traitDbId,traitId,traitName,defaultValue,n_observation_variables,observation_variables
Sweet Potato,CO_331,CO_331:0000328,CO_331:0000328,Flowering habit,,1,CO_331:0000692
Sweet Potato,CO_331,CO_331:0000329,CO_331:0000329,Flower size,,1,CO_331:0000693
Sweet Potato,CO_331,CO_331:0000330,CO_331:0000330,Flower limb shape,,1,CO_331:0000694
Sweet Potato,CO_331,CO_331:0000331,CO_331:0000331,Equality of sepal length,,1,CO_331:0000695
Sweet Potato,CO_331,CO_331:0000332,CO_331:0000332,Number of sepal veins,,1,CO_331:0000696
Sweet Potato,CO_331,CO_331:0000001,CO_331:0000001,Plant type,,1,CO_331:0000147
Sweet Potato,CO_331,CO_331:0000004,CO_331:0000004,Ground cover,,1,CO_331:0000148
Sweet Potato,CO_331,CO_331:0000007,CO_331:0000007,Twining,,1,CO_331:0000149
Sweet Potato,CO_331,CO_331:0000010,CO_331:0000010,Vine predominant color,,1,CO_331:0000150
Sweet Potato,CO_331,CO_331:0000013,CO_331:0000013,Vine secondary color,,1,CO_331:0000151
Sweet Potato,CO_331,CO_331:0000016,CO_331:0000016,Vine tips pubescence,,1,CO_331:0000152
Sweet Potato,CO_331,CO_331:0000153,CO_331:0000153,Vine internode length,,2,CO_331:0000156; CO_331:0001032
Sweet Potato,CO_331,CO_331:0000157,CO_331:0000157,Vine internode diameter,,1,CO_331:0000160
Sweet Potato,CO_331,CO_331:0000019,CO_331:0000019,Leaf general outline,,1,CO_331:0000161
Sweet Potato,CO_331,CO_331:0000022,CO_331:0000022,Leaf lobe type,,1,CO_331:0000162
Sweet Potato,CO_331,CO_331:0000025,CO_331:0000025,Leaf lobe number,,1,CO_331:0000163
Sweet Potato,CO_331,CO_331:0000028,CO_331:0000028,Leaf central lobe shape,,1,CO_331:0000164
Sweet Potato,CO_331,CO_331:0000031,CO_331:0000031,Mature leaf size,,2,CO_331:0000165; CO_331:0001031
Sweet Potato,CO_331,CO_331:0000034,CO_331:0000034,Abaxial leaf vein pigmentation,,1,CO_331:0000166
Sweet Potato,CO_331,CO_331:0000037,CO_331:0000037,Mature leaf color,,1,CO_331:0000167
Sweet Potato,CO_331,CO_331:0000040,CO_331:0000040,Immature leaf color,,1,CO_331:0000168
Sweet Potato,CO_331,CO_331:0000043,CO_331:0000043,Petiole pigmentation,,1,CO_331:0000169
Sweet Potato,CO_331,CO_331:0000170,CO_331:0000170,Petiole length,,1,CO_331:0000173
Sweet Potato,CO_331,CO_331:0000046,CO_331:0000046,Flower color,,1,CO_331:0000174
Sweet Potato,CO_331,CO_331:0000049,CO_331:0000049,Storage root skin predominant color,,2,CO_331:0000175; CO_331:0000780
Sweet Potato,CO_331,CO_331:0000052,CO_331:0000052,Storage root skin intensity of predominant color,,1,CO_331:0000176
Sweet Potato,CO_331,CO_331:0000055,CO_331:0000055,Storage root skin secondary skin color,,1,CO_331:0000177
Sweet Potato,CO_331,CO_331:0000058,CO_331:0000058,Storage root predominant Flesh color,,1,CO_331:0000178
Sweet Potato,CO_331,CO_331:0000061,CO_331:0000061,Storage root flesh secondary color,,1,CO_331:0000179
Sweet Potato,CO_331,CO_331:0000064,CO_331:0000064,Storage root flesh distribution of secondary color,,1,CO_331:0000180
Sweet Potato,CO_331,CO_331:0000067,CO_331:0000067,Storage root primary shape,,2,CO_331:0000181; CO_331:0000774
Sweet Potato,CO_331,CO_331:0000070,CO_331:0000070,Storage root latex production,,1,CO_331:0000182
Sweet Potato,CO_331,CO_331:0000073,CO_331:0000073,Storage root oxidation,,1,CO_331:0000183
Sweet Potato,CO_331,CO_331:0000076,CO_331:0000076,Storage root size,,1,CO_331:0000184
Sweet Potato,CO_331,CO_331:0000189,CO_331:0000189,Number of plants established,,1,CO_331:0000192
Sweet Potato,CO_331,CO_331:0000094,CO_331:0000094,Virus symptoms,,1,CO_331:0000193
Sweet Potato,CO_331,CO_331:0000194,CO_331:0000194,Vine vigor,,1,CO_331:0000197
Sweet Potato,CO_331,CO_331:0000091,CO_331:0000091,Reaction to Alternaria spp,,1,CO_331:0000198
Sweet Potato,CO_331,CO_331:0000199,CO_331:0000199,Storage root appearance,,2,CO_331:0000202; CO_331:0000793
Sweet Potato,CO_331,CO_331:0000203,CO_331:0000203,Storage root damage,,1,CO_331:0000206
Sweet Potato,CO_331,CO_331:0000088,CO_331:0000088,Reaction to sweet potato weevil,,1,CO_331:0000207
Sweet Potato,CO_331,CO_331:0000208,CO_331:0000208,Number of plants with storage roots,,1,CO_331:0000211
Sweet Potato,CO_331,CO_331:0000212,CO_331:0000212,Number of commercial storage roots,,3,CO_331:0000214; CO_331:0000993; CO_331:2000036
Sweet Potato,CO_331,CO_331:0000215,CO_331:0000215,Number of non-commercial storage roots,,1,CO_331:0000217
Sweet Potato,CO_331,CO_331:0000218,CO_331:0000218,Weight of commercial storage roots,,1,CO_331:0000220
Sweet Potato,CO_331,CO_331:0000221,CO_331:0000221,Weight of non-commercial storage roots,,1,CO_331:0000223
Sweet Potato,CO_331,CO_331:0000224,CO_331:0000224,Vine weight,,3,CO_331:0000227; CO_331:0000990; CO_331:0000991
Sweet Potato,CO_331,CO_331:0000079,CO_331:0000079,Number of storage roots,,3,CO_331:0000230; CO_331:0000233; CO_331:0000994
Sweet Potato,CO_331,CO_331:0000234,CO_331:0000234,Total storage root weight,,1,CO_331:0000237
Sweet Potato,CO_331,CO_331:0000097,CO_331:0000097,Storage root cracking,,1,CO_331:0000239
Sweet Potato,CO_331,CO_331:0000240,CO_331:0000240,Fresh weight of the storage root,,1,CO_331:0000243
Sweet Potato,CO_331,CO_331:0000244,CO_331:0000244,Dry weight of the storage root,,1,CO_331:0000247
Sweet Potato,CO_331,CO_331:0000248,CO_331:0000248,Fresh weight of vines,,1,CO_331:0000251
Sweet Potato,CO_331,CO_331:0000252,CO_331:0000252,Dry weight of vines,,1,CO_331:0000255
Sweet Potato,CO_331,CO_331:0000256,CO_331:0000256,Boiled storage root fiber content,,1,CO_331:0000259
Sweet Potato,CO_331,CO_331:0000130,CO_331:0000130,Storage root fiber content,,2,CO_331:0000260; CO_331:0001038
Sweet Potato,CO_331,CO_331:0000139,CO_331:0000139,Boiled storage root flesh sweetness,,1,CO_331:0000261
Sweet Potato,CO_331,CO_331:0000136,CO_331:0000136,Storage root flesh texture,,2,CO_331:0000263; CO_331:0000265
Sweet Potato,CO_331,CO_331:0000266,CO_331:0000266,Boiled storage root flesh taste,,1,CO_331:0000269
Sweet Potato,CO_331,CO_331:0000270,CO_331:0000270,Boiled storage root appearance,,1,CO_331:0000273
Sweet Potato,CO_331,CO_331:0000274,CO_331:0000274,Sprouting ability,,1,CO_331:0000277
Sweet Potato,CO_331,CO_331:0000100,CO_331:0000100,Storage root protein content in dry weight basis,,2,CO_331:0000278; CO_331:0001009
Sweet Potato,CO_331,CO_331:0002079,CO_331:0002079,Storage root iron concentration in fresh weight basis,,2,CO_331:0000279; CO_331:0001036
Sweet Potato,CO_331,CO_331:0002054,CO_331:0002054,Storage root zinc concentration in fresh weight basis,,2,CO_331:0000280; CO_331:0001037
Sweet Potato,CO_331,CO_331:0002053,CO_331:0002053,Storage root calcium concentration in fresh weight basis,,2,CO_331:0000284; CO_331:0001039
Sweet Potato,CO_331,CO_331:0002057,CO_331:0002057,Storage root magnesium concentration in fresh weight basis,,2,CO_331:0000288; CO_331:0001040
Sweet Potato,CO_331,CO_331:0002051,CO_331:0002051,Storage root beta-carotene concentration in dry weight basis,,3,CO_331:0000289; CO_331:0001018; CO_331:0001019
Sweet Potato,CO_331,CO_331:0002052,CO_331:0002052,Storage root total carotenoid concentration in dry weight basis,,3,CO_331:0000290; CO_331:0001024; CO_331:0001025
Sweet Potato,CO_331,CO_331:0000115,CO_331:0000115,Storage root starch content in dry weight basis,,2,CO_331:0000291; CO_331:2000027
Sweet Potato,CO_331,CO_331:0000118,CO_331:0000118,Storage root fructose content,,2,CO_331:0000292; CO_331:2000031
Sweet Potato,CO_331,CO_331:0000121,CO_331:0000121,Storage root glucose content,,2,CO_331:0000293; CO_331:2000030
Sweet Potato,CO_331,CO_331:0000124,CO_331:0000124,Storage root sucrose content,,2,CO_331:0000294; CO_331:2000028
Sweet Potato,CO_331,CO_331:0000127,CO_331:0000127,Storage root maltose content,,2,CO_331:0000295; CO_331:2000029
Sweet Potato,CO_331,CO_331:0000082,CO_331:0000082,Total storage roots yield,,1,CO_331:0000296
Sweet Potato,CO_331,CO_331:0000142,CO_331:0000142,Storage root dry matter content,,1,CO_331:0000297
Sweet Potato,CO_331,CO_331:0000298,CO_331:0000298,Survival index,,1,CO_331:0000301
Sweet Potato,CO_331,CO_331:0000085,CO_331:0000085,Harvest index,,1,CO_331:0000302
Sweet Potato,CO_331,CO_331:0002056,CO_331:0002056,Overall disease symptoms of the storage root,,1,CO_331:0000600
Sweet Potato,CO_331,CO_331:0000601,CO_331:0000601,Weight of total storage roots,,1,CO_331:0000609
Sweet Potato,CO_331,CO_331:0000602,CO_331:0000602,Weight of canner storage roots,,1,CO_331:0000610
Sweet Potato,CO_331,CO_331:0000603,CO_331:0000603,Weight of jumbo storage roots,,1,CO_331:0000611
Sweet Potato,CO_331,CO_331:0000604,CO_331:0000604,Weight of cull storage roots,,1,CO_331:0000612
Sweet Potato,CO_331,CO_331:0000605,CO_331:0000605,Weight of 90 count US no. 1 storage roots,,1,CO_331:0000613
Sweet Potato,CO_331,CO_331:0000606,CO_331:0000606,Weight of 55 count US no. 1 storage roots,,1,CO_331:0000614
Sweet Potato,CO_331,CO_331:0000607,CO_331:0000607,Weight of 40 count US no. 1 storage roots,,1,CO_331:0000615
Sweet Potato,CO_331,CO_331:0000608,CO_331:0000608,Weight of 32 count US no. 1 storage roots,,1,CO_331:0000616
Sweet Potato,CO_331,CO_331:0000303,CO_331:0000303,Number of plants planted,,1,CO_331:0000678
Sweet Potato,CO_331,CO_331:0000304,CO_331:0000304,Number of plants harvested,,1,CO_331:0000679
Sweet Potato,CO_331,CO_331:0000308,CO_331:0000308,Average commercial storage root weight,,1,CO_331:0000680
Sweet Potato,CO_331,CO_331:0000309,CO_331:0000309,Storage roots yield,,2,CO_331:0000681; CO_331:0000989
Sweet Potato,CO_331,CO_331:0000310,CO_331:0000310,Proportion of commercial storage roots,,1,CO_331:0000682
Sweet Potato,CO_331,CO_331:0000311,CO_331:0000311,Biomass yield,,2,CO_331:0000683; CO_331:0001003
Sweet Potato,CO_331,CO_331:0000312,CO_331:0000312,Total foliage yield,,1,CO_331:0000684
Sweet Potato,CO_331,CO_331:0000103,CO_331:0000103,Storage root iron concentration in dry weight basis,,2,CO_331:0000685; CO_331:0001016
Sweet Potato,CO_331,CO_331:0000106,CO_331:0000106,Storage root zinc concentration in dry weight basis,,2,CO_331:0000686; CO_331:0001017
Sweet Potato,CO_331,CO_331:0000281,CO_331:0000281,Storage root calcium concentration in dry weight basis,,2,CO_331:0000687; CO_331:0001029
Sweet Potato,CO_331,CO_331:0000285,CO_331:0000285,Storage root magnesium concentration in dry weight basis,,2,CO_331:0000688; CO_331:0001030
Sweet Potato,CO_331,CO_331:0000133,CO_331:0000133,Flesh color of boiled storage roots,,1,CO_331:0000689
Sweet Potato,CO_331,CO_331:0000423,CO_331:0000423,Storage root surface primary defects,,2,CO_331:0000690; CO_331:0000790
Sweet Potato,CO_331,CO_331:0000327,CO_331:0000327,Storage root Cortex Thickness,,1,CO_331:0000691
Sweet Potato,CO_331,CO_331:0000328,CO_331:0000328,Flowering habit,,1,CO_331:0000692
Sweet Potato,CO_331,CO_331:0000329,CO_331:0000329,Flower size,,1,CO_331:0000693
Sweet Potato,CO_331,CO_331:0000330,CO_331:0000330,Flower limb shape,,1,CO_331:0000694
Sweet Potato,CO_331,CO_331:0000331,CO_331:0000331,Equality of sepal length,,1,CO_331:0000695
Sweet Potato,CO_331,CO_331:0000332,CO_331:0000332,Number of sepal veins,,1,CO_331:0000696
Sweet Potato,CO_331,CO_331:0000333,CO_331:0000333,Sepal shape,,1,CO_331:0000697
Sweet Potato,CO_331,CO_331:0000334,CO_331:0000334,Sepal apex shape,,1,CO_331:0000698
Sweet Potato,CO_331,CO_331:0000335,CO_331:0000335,Sepal pubescence,,1,CO_331:0000699
Sweet Potato,CO_331,CO_331:0000336,CO_331:0000336,Sepal color,,1,CO_331:0000700
Sweet Potato,CO_331,CO_331:0000337,CO_331:0000337,Stigma color,,1,CO_331:0000701
Sweet Potato,CO_331,CO_331:0000338,CO_331:0000338,Style color,,1,CO_331:0000702
Sweet Potato,CO_331,CO_331:0000339,CO_331:0000339,Stigma exertion,,1,CO_331:0000703
Sweet Potato,CO_331,CO_331:0000340,CO_331:0000340,Seed capsule set,,1,CO_331:0000704
Sweet Potato,CO_331,CO_331:0000341,CO_331:0000341,Storage root formation,,1,CO_331:0000705
Sweet Potato,CO_331,CO_331:0000409,CO_331:0000409,Storage root shape uniformity,,2,CO_331:0000707; CO_331:0000776
Sweet Potato,CO_331,CO_331:0000344,CO_331:0000344,Storage root size variability,,1,CO_331:0000708
Sweet Potato,CO_331,CO_331:0000345,CO_331:0000345,Stored storage root keeping quality,,1,CO_331:0000709
Sweet Potato,CO_331,CO_331:0000346,CO_331:0000346,Boiled storage root consistency,,1,CO_331:0000710
Sweet Potato,CO_331,CO_331:0000347,CO_331:0000347,Boiled storage root undesirable color,,1,CO_331:0000711
Sweet Potato,CO_331,CO_331:0000348,CO_331:0000348,Reaction to drought,,1,CO_331:0000712
Sweet Potato,CO_331,CO_331:0000349,CO_331:0000349,Reaction to flooding,,1,CO_331:0000713
Sweet Potato,CO_331,CO_331:0000350,CO_331:0000350,Reaction to heat,,1,CO_331:0000714
Sweet Potato,CO_331,CO_331:0000351,CO_331:0000351,Reaction to salinity,,1,CO_331:0000715
Sweet Potato,CO_331,CO_331:0000352,CO_331:0000352,Reaction to shade,,1,CO_331:0000716
Sweet Potato,CO_331,CO_331:0000353,CO_331:0000353,Reaction to acidic pH soil,,1,CO_331:0000717
Sweet Potato,CO_331,CO_331:0000354,CO_331:0000354,Reaction to high soil temperature,,1,CO_331:0000718
Sweet Potato,CO_331,CO_331:0000355,CO_331:0000355,Reaction to West Indian sweet potato weevil,,1,CO_331:0000719
Sweet Potato,CO_331,CO_331:0000356,CO_331:0000356,Reaction to Striped sweet potato weevil,,1,CO_331:0000720
Sweet Potato,CO_331,CO_331:0000357,CO_331:0000357,Reaction to Sweet potato wire worms,,1,CO_331:0000721
Sweet Potato,CO_331,CO_331:0000358,CO_331:0000358,Reaction to Wire worms,,1,CO_331:0000722
Sweet Potato,CO_331,CO_331:0000359,CO_331:0000359,Reaction to Sweet potato flea beetles,,1,CO_331:0000723
Sweet Potato,CO_331,CO_331:0000360,CO_331:0000360,Reaction to flea beetles,,1,CO_331:0000724
Sweet Potato,CO_331,CO_331:0000361,CO_331:0000361,Reaction to Sweet potato leaf beetles,,1,CO_331:0000725
Sweet Potato,CO_331,CO_331:0000362,CO_331:0000362,Reaction to Beetles,,1,CO_331:0000726
Sweet Potato,CO_331,CO_331:0000363,CO_331:0000363,Reaction to Grubworm,,1,CO_331:0000727
Sweet Potato,CO_331,CO_331:0000364,CO_331:0000364,Reaction to Hornworm,,1,CO_331:0000728
Sweet Potato,CO_331,CO_331:0000365,CO_331:0000365,Reaction to Aphids,,1,CO_331:0000729
Sweet Potato,CO_331,CO_331:0000366,CO_331:0000366,Reaction to Sweet potato whitefly,,1,CO_331:0000730
Sweet Potato,CO_331,CO_331:0000367,CO_331:0000367,Reaction to Sweet potato moth,,1,CO_331:0000731
Sweet Potato,CO_331,CO_331:0000368,CO_331:0000368,Reaction to Moth,,1,CO_331:0000732
Sweet Potato,CO_331,CO_331:0000369,CO_331:0000369,Reaction to Sweet potato stem borer,,1,CO_331:0000733
Sweet Potato,CO_331,CO_331:0000370,CO_331:0000370,Reaction to Other insects,,1,CO_331:0000734
Sweet Potato,CO_331,CO_331:0000371,CO_331:0000371,Reaction to Reniform nematode,,1,CO_331:0000735
Sweet Potato,CO_331,CO_331:0000372,CO_331:0000372,Reaction to Sting nematode,,1,CO_331:0000736
Sweet Potato,CO_331,CO_331:0000373,CO_331:0000373,Reaction to Brown ring rot,,1,CO_331:0000737
Sweet Potato,CO_331,CO_331:0000374,CO_331:0000374,Reaction to Root lesion nematode,,1,CO_331:0000738
Sweet Potato,CO_331,CO_331:0000375,CO_331:0000375,Reaction to other nematodes,,1,CO_331:0000739
Sweet Potato,CO_331,CO_331:0000376,CO_331:0000376,Reaction to Wilt rot,,1,CO_331:0000740
Sweet Potato,CO_331,CO_331:0000377,CO_331:0000377,Reaction to Fusarium surface rot,,1,CO_331:0000741
Sweet Potato,CO_331,CO_331:0000378,CO_331:0000378,Reaction to Fusarium root rot,,1,CO_331:0000742
Sweet Potato,CO_331,CO_331:0000379,CO_331:0000379,Reaction to Sclerotial blight and circular spot,,1,CO_331:0000743
Sweet Potato,CO_331,CO_331:0000380,CO_331:0000380,Reaction to Black rot,,1,CO_331:0000744
Sweet Potato,CO_331,CO_331:0000381,CO_331:0000381,Reaction to Scurf,,1,CO_331:0000745
Sweet Potato,CO_331,CO_331:0000382,CO_331:0000382,Reaction to Soft rot,,1,CO_331:0000746
Sweet Potato,CO_331,CO_331:0000383,CO_331:0000383,Reaction to Java black rot,,1,CO_331:0000747
Sweet Potato,CO_331,CO_331:0000384,CO_331:0000384,Reaction to Diaporthe dry rot,,1,CO_331:0000748
Sweet Potato,CO_331,CO_331:0000385,CO_331:0000385,Reaction to Scab,,1,CO_331:0000749
Sweet Potato,CO_331,CO_331:0000386,CO_331:0000386,Reaction to Leaf spot,,1,CO_331:0000750
Sweet Potato,CO_331,CO_331:0000387,CO_331:0000387,Reaction to White rust,,1,CO_331:0000751
Sweet Potato,CO_331,CO_331:0000388,CO_331:0000388,Reaction to Foot rot,,1,CO_331:0000752
Sweet Potato,CO_331,CO_331:0000389,CO_331:0000389,Reaction to Charcoal rot,,1,CO_331:0000753
Sweet Potato,CO_331,CO_331:0000390,CO_331:0000390,Reaction to Other fungi,,1,CO_331:0000754
Sweet Potato,CO_331,CO_331:0000391,CO_331:0000391,Reaction to Pox or soil rot,,1,CO_331:0000755
Sweet Potato,CO_331,CO_331:0000392,CO_331:0000392,Reaction to Bacterial stem and root rot,,1,CO_331:0000756
Sweet Potato,CO_331,CO_331:0000393,CO_331:0000393,Reaction to Bacterial wilt,,1,CO_331:0000757
Sweet Potato,CO_331,CO_331:0000394,CO_331:0000394,Reaction to Other bacteria,,1,CO_331:0000758
Sweet Potato,CO_331,CO_331:0000395,CO_331:0000395,Reaction to Sweet potato feathery mottle virus,,1,CO_331:0000759
Sweet Potato,CO_331,CO_331:0000396,CO_331:0000396,Reaction to Sweet potato mild mottle virus,,1,CO_331:0000760
Sweet Potato,CO_331,CO_331:0000397,CO_331:0000397,Reaction to Sweet potato vein mottle virus,,1,CO_331:0000761
Sweet Potato,CO_331,CO_331:0000398,CO_331:0000398,Reaction to Sweet potato virus disease complex,,1,CO_331:0000762
Sweet Potato,CO_331,CO_331:0000399,CO_331:0000399,Reaction to Other virus,,1,CO_331:0000763
Sweet Potato,CO_331,CO_331:0000400,CO_331:0000400,Reaction to Witches broom,,1,CO_331:0000764
Sweet Potato,CO_331,CO_331:0000401,CO_331:0000401,Reaction to Other mycoplasma,,1,CO_331:0000765
Sweet Potato,CO_331,CO_331:0000402,CO_331:0000402,Storage root total sugar content,,1,CO_331:0000766
Sweet Potato,CO_331,CO_331:0000441,CO_331:0000441,Storage root secondary shape,,1,CO_331:0000775
Sweet Potato,CO_331,CO_331:0000410,CO_331:0000410,Storage root stalk,,1,CO_331:0000777
Sweet Potato,CO_331,CO_331:0000411,CO_331:0000411,Storage root attachment ability,,1,CO_331:0000778
Sweet Potato,CO_331,CO_331:0000412,CO_331:0000412,Length to diameter ratio of storage roots,,1,CO_331:0000779
Sweet Potato,CO_331,CO_331:0000414,CO_331:0000414,Storage root skin texture,,1,CO_331:0000781
Sweet Potato,CO_331,CO_331:0000415,CO_331:0000415,Storage root Flesh Color (carotenoids),,1,CO_331:0000782
Sweet Potato,CO_331,CO_331:0000416,CO_331:0000416,Storage root Flesh Color (anthocyanins),,1,CO_331:0000783
Sweet Potato,CO_331,CO_331:0000417,CO_331:0000417,Storage root adventitious buds depth,,1,CO_331:0000784
Sweet Potato,CO_331,CO_331:0000418,CO_331:0000418,Number of lenticels,,1,CO_331:0000785
Sweet Potato,CO_331,CO_331:0000419,CO_331:0000419,Reaction to Streptomyces Soil Rot,,1,CO_331:0000786
Sweet Potato,CO_331,CO_331:0000420,CO_331:0000420,Reaction to Root Knot Nematode Meloidogyne spp,,1,CO_331:0000787
Sweet Potato,CO_331,CO_331:0000421,CO_331:0000421,Reaction to Root Knot Nematode Meloidogyne incognita,,1,CO_331:0000788
Sweet Potato,CO_331,CO_331:0000422,CO_331:0000422,Reaction to Fusarium oxysporum,,1,CO_331:0000789
Sweet Potato,CO_331,CO_331:0000424,CO_331:0000424,Relative storage root yield,,1,CO_331:0000791
Sweet Potato,CO_331,CO_331:0000425,CO_331:0000425,Storage root yield relative to check,,1,CO_331:0000792
Sweet Potato,CO_331,CO_331:0000427,CO_331:0000427,Growing season,,1,CO_331:0000794
Sweet Potato,CO_331,CO_331:0000428,CO_331:0000428,Storage root amylose concentration in dry weight basis,,1,CO_331:0000795
Sweet Potato,CO_331,CO_331:0000429,CO_331:0000429,Storage root asparagine concentration in dry weight basis,,1,CO_331:0000796
Sweet Potato,CO_331,CO_331:0000430,CO_331:0000430,Storage root cyanidin concentration in dry weight basis,,1,CO_331:0000797
Sweet Potato,CO_331,CO_331:0000431,CO_331:0000431,Storage root total monomeric anthocyanin concentration in dry weight basis,,1,CO_331:0000798
Sweet Potato,CO_331,CO_331:0000432,CO_331:0000432,Storage root peonidin concentration in dry weight basis,,1,CO_331:0000799
Sweet Potato,CO_331,CO_331:0000433,CO_331:0000433,Storage root anthocyanin concentration in dry weight basis,,1,CO_331:0000800
Sweet Potato,CO_331,CO_331:0000434,CO_331:0000434,Storage root phenol concentration in dry weight basis,,1,CO_331:0000801
Sweet Potato,CO_331,CO_331:0000435,CO_331:0000435,Node number per vine,,1,CO_331:0000802
Sweet Potato,CO_331,CO_331:0000436,CO_331:0000436,Leaf number per plant,,1,CO_331:0000803
Sweet Potato,CO_331,CO_331:0000438,CO_331:0000438,Millipede damage,,1,CO_331:0000805
Sweet Potato,CO_331,CO_331:0000439,CO_331:0000439,Alcidodes sp. damage,,1,CO_331:0000806
Sweet Potato,CO_331,CO_331:0000440,CO_331:0000440,Soil insect damage,,1,CO_331:0000807
Sweet Potato,CO_331,CO_331:0000307,CO_331:0000307,Commercial storage root yield,,1,CO_331:0000809
Sweet Potato,CO_331,CO_331:0000811,CO_331:0000811,Storage root surface secondary defects,,1,CO_331:0000810
Sweet Potato,CO_331,CO_331:0001068,CO_331:0001068,Storage root fructose content in fresh weight basis,,2,CO_331:0000979; CO_331:0000980
